Station,Date,Time,Latitude,Longitude,Depth,Gear,Action,Comment
PS114_48-1,2018-07-28,18:08,79.66835,-16.89015,264,MOOR,retrieval_end,79N6-1
PS114_49-1,2018-07-28,19:52,79.61829,-16.54212,279,MOOR,retrieval_start,79N8-1
PS114_49-1,2018-07-28,20:00,79.61822,-16.53833,281,MOOR,retrieval_end,79N8-1
PS114_49-2,2018-07-28,20:22,79.61543,-16.52544,280,CTDOZE,station_start,
PS114_49-2,2018-07-28,20:34,79.61543,-16.52516,281,CTDOZE,at_depth,
PS114_49-2,2018-07-28,20:55,79.61543,-16.52546,279,CTDOZE,station_end,
PS114_49-3,2018-07-28,21:05,79.61558,-16.52539,279,LOKI,station_start,
PS114_49-3,2018-07-28,21:14,79.61545,-16.52502,281,LOKI,at_depth,
PS114_49-3,2018-07-28,21:27,79.61556,-16.52343,282,LOKI,station_end,
PS114_49-4,2018-07-28,21:39,79.61548,-16.52173,282,MN_S5,station_start,
PS114_49-4,2018-07-28,21:50,79.61549,-16.51976,280,MN_S5,at_depth,
PS114_49-4,2018-07-28,22:08,79.61547,-16.51579,279,MN_S5,station_end,
PS114_49-5,2018-07-28,22:17,79.61627,-16.51145,279,ISPC,station_start,
PS114_49-5,2018-07-28,22:36,79.61688,-16.50762,278,ISPC,at_depth,
PS114_49-5,2018-07-28,22:52,79.61698,-16.50246,278,ISPC,station_end,
PS114_50-1,2018-07-29,10:28,79.62781,-11.99859,244,ICE,station_start,
PS114_50-1,2018-07-29,10:35,79.62776,-12.0036,247,ICE,station_end,
PS114_51-1,2018-07-30,04:02,77.9063,-10.00513,229,MOOR,retrieval_start,EGS3-1
PS114_51-1,2018-07-30,04:15,77.906,-10.01098,228,MOOR,retrieval_end,EGS3-1
PS114_51-2,2018-07-30,04:24,77.90551,-10.01285,228,CTDOZE,station_start,
PS114_51-2,2018-07-30,04:36,77.90555,-10.01694,241,CTDOZE,at_depth,
PS114_51-2,2018-07-30,04:44,77.90557,-10.01796,203,CTDOZE,station_end,
PS114_52-1,2018-07-30,08:57,77.48285,-10.00311,219,MOOR,retrieval_start,EGS4-1
PS114_52-1,2018-07-30,09:06,77.48308,-10.00325,219,MOOR,retrieval_end,EGS4-1
PS114_52-2,2018-07-30,09:15,77.48304,-10.0048,220,CTDOZE,station_start,
PS114_52-2,2018-07-30,09:29,77.48348,-10.00292,224,CTDOZE,at_depth,
PS114_52-2,2018-07-30,09:38,77.48385,-10.00139,221,CTDOZE,station_end,
PS114_53-1,2018-07-30,13:37,77.06644,-9.99898,437,MOOR,retrieval_start,EGS1-2
PS114_53-1,2018-07-30,14:05,77.06789,-9.99432,440,MOOR,retrieval_end,EGS1-2
PS114_53-2,2018-07-30,14:13,77.06776,-9.99059,436,CTDOZE,station_start,
PS114_53-2,2018-07-30,14:27,77.06786,-9.9836,436,CTDOZE,at_depth,
PS114_53-2,2018-07-30,14:38,77.06768,-9.97887,438,CTDOZE,station_end,
PS114_54-1,2018-07-30,16:18,76.95617,-9.42122,381,CTDOZE,station_start,
PS114_54-1,2018-07-30,16:31,76.95535,-9.42228,382,CTDOZE,at_depth,
PS114_54-1,2018-07-30,16:43,76.955,-9.42294,383,CTDOZE,station_end,
PS114_55-1,2018-07-30,18:32,76.8448,-8.88602,369,CTDOZE,station_start,
PS114_55-1,2018-07-30,18:46,76.84624,-8.88887,366,CTDOZE,at_depth,
PS114_55-1,2018-07-30,19:01,76.84788,-8.88989,365,CTDOZE,station_end,
PS114_56-1,2018-07-30,20:44,76.73811,-8.33152,359,CTDOZE,station_start,
PS114_56-1,2018-07-30,20:58,76.73874,-8.32976,358,CTDOZE,at_depth,
PS114_56-1,2018-07-30,21:09,76.73916,-8.32671,357,CTDOZE,station_end,
PS114_57-1,2018-07-30,22:47,76.63116,-7.75509,338,CTDOZE,station_start,
PS114_57-1,2018-07-30,23:00,76.63075,-7.75586,336,CTDOZE,at_depth,
PS114_57-1,2018-07-30,23:08,76.63064,-7.75579,336,CTDOZE,station_end,
PS114_58-1,2018-07-30,23:40,76.60428,-7.63246,341,CTDOZE,station_start,
PS114_58-1,2018-07-30,23:54,76.60415,-7.6332,340,CTDOZE,at_depth,
PS114_58-1,2018-07-31,00:03,76.60401,-7.6342,340,CTDOZE,station_end,
PS114_59-1,2018-07-31,00:42,76.57338,-7.48974,555,CTDOZE,station_start,
PS114_59-1,2018-07-31,00:59,76.57358,-7.49212,550,CTDOZE,at_depth,
PS114_59-1,2018-07-31,01:12,76.57313,-7.49861,544,CTDOZE,station_end,
PS114_60-1,2018-07-31,01:37,76.55972,-7.37982,740,CTDOZE,station_start,
PS114_60-1,2018-07-31,01:57,76.55994,-7.38147,738,CTDOZE,at_depth,
PS114_60-1,2018-07-31,02:13,76.5606,-7.38101,735,CTDOZE,station_end,
PS114_60-2,2018-07-31,04:22,76.54608,-7.37869,784,MOOR,retrieval_start,EGS2-1
PS114_60-2,2018-07-31,04:52,76.54544,-7.37489,790,MOOR,retrieval_end,EGS2-1
PS114_61-1,2018-07-31,05:47,76.48844,-7.14293,184,CTDOZE,station_start,
PS114_61-1,2018-07-31,06:17,76.4888,-7.14243,984,CTDOZE,at_depth,
PS114_61-1,2018-07-31,06:42,76.48879,-7.14124,1190,CTDOZE,station_end,
PS114_62-1,2018-07-31,07:24,76.4278,-6.86379,124,CTDOZE,station_start,
PS114_62-1,2018-07-31,07:47,76.42786,-6.86696,1627,CTDOZE,at_depth,
PS114_62-1,2018-07-31,08:12,76.42656,-6.86795,1631,CTDOZE,station_end,
PS114_63-1,2018-07-31,11:29,76.17558,-5.37415,2793,CTDOZE,station_start,
PS114_63-1,2018-07-31,12:26,76.17595,-5.37578,2792,CTDOZE,at_depth,
PS114_63-1,2018-07-31,13:37,76.17539,-5.37679,2790,CTDOZE,station_end,
